77,3,2,1,31000,100,image/1005.png,6
78,3,2,1,210000,84,image/1006.png,2
77,3,2,1,200000,84,image/1008.png,2
74,3,2,1,210000,84,image/1014.png,4
77,3,2,1,210000,84,image/1015.png,4
75,3,2,1,240000,84,image/1019.png,4
85,4,2,1,200000,163,image/1029.png,4
79,4,2,1,180000,129,image/1031.png,4
79,4,2,1,200000,129,image/1033.png,4
76,4,2,1,150000,101,image/1034.png,5
77,3,2,1,274000,100,image/1039.png,6
84,4,2,1,300000,163,image/1063.png,5
71,2,1,0,95000,49,image/1069.png,2
72,2,1,0,65000,40,image/1070.png,1
89,4,2,1,210000,84,image/1072.png,2
90,3,2,1,210000,84,image/1074.png,3
72,2,1,0,65000,40,image/1076.png,1
90,3,2,1,210000,84,image/1078.png,3
76,3,1,0,95000,58,image/1081.png,1
90,3,2,1,210000,84,image/1082.png,3
79,3,1,1,90000,59,image/1083.png,3
90,3,2,1,210000,84,image/1084.png,3
82,4,2,1,200000,122,image/1087.png,4
90,3,2,1,210000,84,image/1089.png,3
71,2,1,0,95000,49,image/1090.png,2
80,3,2,1,110000,84,image/1103.png,3
72,2,1,0,65000,40,image/1105.png,1
71,2,1,0,95000,49,image/1106.png,2
90,3,1,1,210000,84,image/1107.png,3
74,3,2,1,170000,84,image/1108.png,5
75,3,2,1,180000,84,image/1109.png,3
90,3,2,1,210000,84,image/1110.png,3
80,4,2,1,200000,142,image/1111.png,7
78,4,2,1,150000,113,image/1112.png,6
75,3,2,1,140000,97,image/1113.png,2
79,3,2,1,140000,103,image/1114.png,6
81,4,2,1,30000,119,image/1117.png,3
80,3,2,1,170000,84,image/1119.png,4
81,4,2,1,190000,101,image/1121.png,5
76,2,1,0,85000,49,image/1123.png,1
92,4,2,1,148000,117,image/1126.png,3
72,2,1,0,65000,40,image/1151.png,1
80,3,2,1,110000,84,image/1153.png,3
72,2,1,0,65000,40,image/1155.png,1
71,2,1,0,95000,49,image/1156.png,2
90,3,1,1,210000,84,image/1157.png,3
74,3,2,1,170000,84,image/1158.png,5
75,3,2,1,180000,84,image/1159.png,3
90,3,2,1,210000,84,image/1160.png,3
80,4,2,1,200000,142,image/1161.png,7
78,4,2,1,150000,113,image/1162.png,6
79,3,2,1,140000,103,image/1163.png,6
75,3,2,1,140000,97,image/1164.png,2
81,4,2,1,30000,119,image/1167.png,3
80,3,2,1,170000,84,image/1170.png,4
81,4,2,1,190000,101,image/1171.png,5
76,2,1,0,85000,49,image/1173.png,1
78,4,2,1,150000,113,image/1175.png,6
76,3,1,0,100000,58,image/1203.png,1
82,4,2,1,180000,122,image/1205.png,4
75,3,2,1,200000,74,image/1206.png,3
78,4,2,1,150000,113,image/1209.png,6
78,4,2,1,150000,113,image/1212.png,6
92,4,2,1,148000,117,image/1213.png,3
81,4,2,1,200000,122,image/1214.png,6
81,4,2,1,300000,119,image/1222.png,3
81,2,1,2,70000,44,image/1253.png,1
70,3,2,1,160000,59,image/1256.png,3
81,4,2,1,250000,122,image/1258.png,6
75,3,2,1,220000,84,image/1262.png,3
74,3,2,1,235083,84,image/1263.png,4
70,2,1,0,73000,39,image/1266.png,1
70,2,1,0,75000,39,image/1269.png,1
73,3,2,1,190000,84,image/1271.png,4
76,2,1,0,79000,49,image/1272.png,1
72,2,1,0,70000,40,image/1275.png,1
81,4,2,1,303700,132,image/1276.png,3
75,3,2,1,223500,97,image/1277.png,2
71,2,1,0,80000,49,image/1278.png,2
72,2,1,0,70000,40,image/1279.png,1
80,3,2,1,217000,84,image/1283.png,3
79,3,1,1,153000,59,image/1284.png,3
82,3,2,1,192000,84,image/1285.png,3
80,3,2,1,217000,84,image/1287.png,3
76,2,1,0,80000,49,image/1301.png,1
82,3,2,1,192000,84,image/1302.png,3
80,3,2,1,217000,84,image/1303.png,3
76,3,1,0,133000,58,image/1304.png,1
82,3,2,1,17000,84,image/1305.png,2
76,3,1,0,133000,58,image/1306.png,1
80,3,2,1,200000,84,image/1307.png,3
80,3,2,1,160000,84,image/1309.png,4
76,3,1,0,100000,58,image/1312.png,1
76,3,1,0,100000,58,image/1313.png,1
75,3,2,1,150000,84,image/1314.png,3
75,3,2,1,140000,84,image/1315.png,3
70,2,1,0,75000,39,image/1318.png,1
76,3,1,0,133000,58,image/1319.png,1
80,3,2,1,150000,77,image/1323.png,3
85,5,3,1,500000,192,image/1327.png,6
81,4,2,1,400000,181,image/1328.png,3
73,3,2,1,180000,84,image/1330.png,5
76,3,1,0,100000,58,image/1334.png,1
92,4,2,1,148000,117,image/1335.png,3
76,3,2,1,190000,84,image/1336.png,4
81,3,2,1,200000,101,image/1337.png,3
76,3,1,0,100000,58,image/1338.png,1
71,2,1,0,115000,49,image/1352.png,2
72,2,1,0,8100,40,image/1353.png,1
76,3,1,0,133000,58,image/1355.png,1
82,3,2,1,119000,84,image/1359.png,2
76,3,1,0,13300,58,image/1360.png,1
93,5,2,1,177000,142,image/1361.png,3
92,4,2,1,148000,117,image/1363.png,3
75,3,2,1,220000,84,image/1367.png,3
70,2,1,0,55000,39,image/1368.png,1
80,3,2,1,217000,84,image/1369.png,3
79,3,1,1,153000,59,image/1372.png,3
79,3,2,1,90000,84,image/1373.png,3
72,3,2,1,210000,84,image/1374.png,6
77,3,2,1,205871,84,image/1375.png,4
82,4,2,1,180000,122,image/1377.png,4
75,2,1,1,80000,59,image/1379.png,3
76,3,1,0,95000,58,image/1380.png,1
75,3,2,1,220000,84,image/1381.png,3
75,3,2,1,200000,74,image/1382.png,3
80,3,2,1,196000,84,image/1388.png,3
72,2,1,0,8100,40,image/1402.png,1
76,3,1,0,133000,58,image/1403.png,1
93,5,2,1,177000,142,image/1406.png,3
82,3,2,1,119000,84,image/1407.png,2
76,3,1,0,13300,58,image/1410.png,1
92,4,2,1,148000,117,image/1411.png,3
75,3,2,2,220000,84,image/1418.png,3
70,2,1,1,55000,39,image/1419.png,1
79,3,1,1,153000,59,image/1422.png,3
80,3,2,1,217000,84,image/1423.png,3
77,3,2,1,205871,84,image/1424.png,4
79,3,2,0,90000,84,image/1425.png,3
72,3,2,1,210000,84,image/1426.png,6
82,4,2,1,180000,122,image/1429.png,4
75,2,1,0,80000,59,image/1430.png,3
76,3,1,1,95000,58,image/1432.png,1
75,3,2,1,200000,74,image/1434.png,3
77,3,2,1,31000,100,image/1005.png,6
78,3,2,1,210000,84,image/1006.png,2
77,3,2,1,200000,84,image/1008.png,2
74,3,2,1,210000,84,image/1014.png,4
77,3,2,1,210000,84,image/1015.png,4
75,3,2,1,240000,84,image/1019.png,4
85,4,2,1,200000,163,image/1029.png,4
79,4,2,1,180000,129,image/1031.png,4
79,4,2,1,200000,129,image/1033.png,4
76,4,2,1,150000,101,image/1034.png,5
77,3,2,1,274000,100,image/1039.png,6
84,4,2,1,300000,163,image/1063.png,5
71,2,1,0,95000,49,image/1069.png,2
72,2,1,0,65000,40,image/1070.png,1
89,4,2,1,210000,84,image/1072.png,2
90,3,2,1,210000,84,image/1074.png,3
72,2,1,0,65000,40,image/1076.png,1
90,3,2,1,210000,84,image/1078.png,3
76,3,1,0,95000,58,image/1081.png,1
90,3,2,1,210000,84,image/1082.png,3
79,3,1,1,90000,59,image/1083.png,3
90,3,2,1,210000,84,image/1084.png,3
82,4,2,1,200000,122,image/1087.png,4
90,3,2,1,210000,84,image/1089.png,3
71,2,1,0,95000,49,image/1090.png,2
80,3,2,1,110000,84,image/1103.png,3
72,2,1,0,65000,40,image/1105.png,1
71,2,1,0,95000,49,image/1106.png,2
90,3,1,1,210000,84,image/1107.png,3
74,3,2,1,170000,84,image/1108.png,5
75,3,2,1,180000,84,image/1109.png,3
90,3,2,1,210000,84,image/1110.png,3
80,4,2,1,200000,142,image/1111.png,7
78,4,2,1,150000,113,image/1112.png,6
75,3,2,1,140000,97,image/1113.png,2
79,3,2,1,140000,103,image/1114.png,6
81,4,2,1,30000,119,image/1117.png,3
80,3,2,1,170000,84,image/1119.png,4
81,4,2,1,190000,101,image/1121.png,5
76,2,1,0,85000,49,image/1123.png,1
92,4,2,1,148000,117,image/1126.png,3
72,2,1,0,65000,40,image/1151.png,1
80,3,2,1,110000,84,image/1153.png,3
72,2,1,0,65000,40,image/1155.png,1
71,2,1,0,95000,49,image/1156.png,2
90,3,1,1,210000,84,image/1157.png,3
74,3,2,1,170000,84,image/1158.png,5
75,3,2,1,180000,84,image/1159.png,3
90,3,2,1,210000,84,image/1160.png,3
80,4,2,1,200000,142,image/1161.png,7
78,4,2,1,150000,113,image/1162.png,6
79,3,2,1,140000,103,image/1163.png,6
75,3,2,1,140000,97,image/1164.png,2
81,4,2,1,30000,119,image/1167.png,3
80,3,2,1,170000,84,image/1170.png,4
81,4,2,1,190000,101,image/1171.png,5
76,2,1,0,85000,49,image/1173.png,1
78,4,2,1,150000,113,image/1175.png,6
76,3,1,0,100000,58,image/1203.png,1
82,4,2,1,180000,122,image/1205.png,4
75,3,2,1,200000,74,image/1206.png,3
78,4,2,1,150000,113,image/1209.png,6
78,4,2,1,150000,113,image/1212.png,6
92,4,2,1,148000,117,image/1213.png,3
81,4,2,1,200000,122,image/1214.png,6
81,4,2,1,300000,119,image/1222.png,3
81,2,1,2,70000,44,image/1253.png,1
70,3,2,1,160000,59,image/1256.png,3
81,4,2,1,250000,122,image/1258.png,6
75,3,2,1,220000,84,image/1262.png,3
74,3,2,1,235083,84,image/1263.png,4
70,2,1,0,73000,39,image/1266.png,1
70,2,1,0,75000,39,image/1269.png,1
73,3,2,1,190000,84,image/1271.png,4
76,2,1,0,79000,49,image/1272.png,1
72,2,1,0,70000,40,image/1275.png,1
81,4,2,1,303700,132,image/1276.png,3
75,3,2,1,223500,97,image/1277.png,2
71,2,1,0,80000,49,image/1278.png,2
72,2,1,0,70000,40,image/1279.png,1
80,3,2,1,217000,84,image/1283.png,3
79,3,1,1,153000,59,image/1284.png,3
82,3,2,1,192000,84,image/1285.png,3
80,3,2,1,217000,84,image/1287.png,3
76,2,1,0,80000,49,image/1301.png,1
82,3,2,1,192000,84,image/1302.png,3
80,3,2,1,217000,84,image/1303.png,3
76,3,1,0,133000,58,image/1304.png,1
82,3,2,1,17000,84,image/1305.png,2
76,3,1,0,133000,58,image/1306.png,1
80,3,2,1,200000,84,image/1307.png,3
80,3,2,1,160000,84,image/1309.png,4
76,3,1,0,100000,58,image/1312.png,1
76,3,1,0,100000,58,image/1313.png,1
75,3,2,1,150000,84,image/1314.png,3
75,3,2,1,140000,84,image/1315.png,3
70,2,1,0,75000,39,image/1318.png,1
76,3,1,0,133000,58,image/1319.png,1
80,3,2,1,150000,77,image/1323.png,3
85,5,3,1,500000,192,image/1327.png,6
81,4,2,1,400000,181,image/1328.png,3
73,3,2,1,180000,84,image/1330.png,5
76,3,1,0,100000,58,image/1334.png,1
92,4,2,1,148000,117,image/1335.png,3
76,3,2,1,190000,84,image/1336.png,4
81,3,2,1,200000,101,image/1337.png,3
76,3,1,0,100000,58,image/1338.png,1
71,2,1,0,115000,49,image/1352.png,2
72,2,1,0,8100,40,image/1353.png,1
76,3,1,0,133000,58,image/1355.png,1
82,3,2,1,119000,84,image/1359.png,2
76,3,1,0,13300,58,image/1360.png,1
93,5,2,1,177000,142,image/1361.png,3
92,4,2,1,148000,117,image/1363.png,3
75,3,2,1,220000,84,image/1367.png,3
70,2,1,0,55000,39,image/1368.png,1
80,3,2,1,217000,84,image/1369.png,3
79,3,1,1,153000,59,image/1372.png,3
79,3,2,1,90000,84,image/1373.png,3
72,3,2,1,210000,84,image/1374.png,6
77,3,2,1,205871,84,image/1375.png,4
82,4,2,1,180000,122,image/1377.png,4
75,2,1,1,80000,59,image/1379.png,3
76,3,1,0,95000,58,image/1380.png,1
75,3,2,1,220000,84,image/1381.png,3
75,3,2,1,200000,74,image/1382.png,3
80,3,2,1,196000,84,image/1388.png,3
72,2,1,0,8100,40,image/1402.png,1
76,3,1,0,133000,58,image/1403.png,1
93,5,2,1,177000,142,image/1406.png,3
82,3,2,1,119000,84,image/1407.png,2
76,3,1,0,13300,58,image/1410.png,1
92,4,2,1,148000,117,image/1411.png,3
75,3,2,2,220000,84,image/1418.png,3
70,2,1,1,55000,39,image/1419.png,1
79,3,1,1,153000,59,image/1422.png,3
80,3,2,1,217000,84,image/1423.png,3
77,3,2,1,205871,84,image/1424.png,4
79,3,2,0,90000,84,image/1425.png,3
72,3,2,1,210000,84,image/1426.png,6
82,4,2,1,180000,122,image/1429.png,4
75,2,1,0,80000,59,image/1430.png,3
76,3,1,1,95000,58,image/1432.png,1
75,3,2,1,200000,74,image/1434.png,3
